Country,Product_name,Quantity_purchased,Crop_name,Feedback,Comments,Price,Total_price,Manufacturing,Transaction_date,Expiration,Review,TextBlob_Polarity,TextBlob_Subjectivity,NLTK_Negative,NLTK_Neutral,NLTK_Positive,NLTK_Compound,Sentiment_Class
Bangladesh,Pie,67,['Sugar'],1,Very Poor,30,2010,2024-07-28,2024-08-19,2024-10-26,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
India,Pie,70,['Sugar'],4,Good,50,3500,2023-08-07,2023-10-17,2023-11-05,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bhutan,Ketchup,68,['Tomato'],4,Good,65,4420,2020-09-25,2020-11-19,2020-12-24,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Nepal,Nachos,58,['Maize'],5,Excellent,55,3190,2021-10-23,2021-12-17,2022-01-21,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Pakistan,Nachos,47,['Maize'],4,Good,60,2820,2024-09-25,2024-10-18,2024-12-24,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Nepal,Cookie,88,"['Barley', 'Sugar']",0,No Feedback,95,8360,2024-10-26,2025-01-03,2025-01-24,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Pasta,94,"['Wheat', 'Barley']",1,Very Poor,75,7050,2023-11-06,2023-12-24,2024-02-04,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
India,Biscuit,17,"['Wheat', 'Sugar', 'Barley']",5,Excellent,20,340,2022-02-03,2022-04-26,2022-05-04,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bangladesh,Nachos,44,['Maize'],5,Excellent,35,1540,2025-06-20,2025-07-03,2025-09-18,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bhutan,Ketchup,53,['Tomato'],2,Poor,65,3445,2021-11-11,2021-12-09,2022-02-09,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bhutan,Biscuit,31,"['Wheat', 'Sugar', 'Barley']",2,Poor,25,775,2023-01-26,2023-02-05,2023-04-26,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
India,Banana Chips,69,['Banana'],4,Good,40,2760,2020-03-30,2020-05-16,2020-06-28,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Bhutan,Maggi,56,['Wheat'],4,Good,25,1400,2020-02-01,2020-03-16,2020-05-01,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
India,Maggi,88,['Wheat'],4,Good,25,2200,2020-09-24,2020-10-26,2020-12-23,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Bangladesh,Biscuit,65,"['Wheat', 'Sugar', 'Barley']",4,Good,18,1170,2024-06-01,2024-06-25,2024-08-30,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bhutan,Pasta,97,"['Wheat', 'Barley']",0,No Feedback,105,10185,2022-08-09,2022-09-04,2022-11-07,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Ketchup,84,['Tomato'],5,Excellent,45,3780,2025-02-17,2025-03-21,2025-05-18,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bhutan,Ketchup,85,['Tomato'],1,Very Poor,65,5525,2023-04-11,2023-06-24,2023-07-10,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Bangladesh,Pie,67,['Sugar'],1,Very Poor,30,2010,2020-01-28,2020-04-09,2020-04-27,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Bhutan,Nachos,54,['Maize'],1,Very Poor,75,4050,2023-12-26,2024-02-25,2024-03-25,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bangladesh,Maggi,56,['Wheat'],1,Very Poor,35,1960,2025-07-07,2025-08-30,2025-10-05,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bhutan,Maggi,70,['Wheat'],3,Average,25,1750,2022-07-13,2022-09-28,2022-10-11,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Sri-Lanka,Khari,75,['Cumin'],5,Excellent,35,2625,2021-01-15,2021-03-18,2021-04-15,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Nepal,Banana Chips,81,['Banana'],0,No Feedback,45,3645,2021-12-27,2022-02-24,2022-03-27,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Pasta,86,"['Wheat', 'Barley']",5,Excellent,105,9030,2023-09-09,2023-11-28,2023-12-08,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bhutan,Pasta,95,"['Wheat', 'Barley']",0,No Feedback,105,9975,2021-07-18,2021-09-01,2021-10-16,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Nachos,44,['Maize'],5,Excellent,75,3300,2020-05-10,2020-08-01,2020-08-08,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
India,Pasta,37,"['Wheat', 'Barley']",4,Good,120,4440,2020-03-27,2020-06-17,2020-06-25,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Nepal,Cookie,29,"['Barley', 'Sugar']",1,Very Poor,95,2755,2020-06-12,2020-08-29,2020-09-10,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
India,Cookie,85,"['Barley', 'Sugar']",0,No Feedback,100,8500,2022-11-23,2023-01-23,2023-02-21,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Khari,81,['Cumin'],0,No Feedback,25,2025,2023-02-08,2023-03-23,2023-05-09,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Khari,55,['Cumin'],2,Poor,45,2475,2023-01-18,2023-04-03,2023-04-18,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
India,Biscuit,81,"['Wheat', 'Sugar', 'Barley']",3,Average,20,1620,2025-04-12,2025-05-03,2025-07-11,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Pakistan,Toffee,33,['Sugar'],3,Average,12,396,2021-03-02,2021-05-03,2021-05-31,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Bhutan,Banana Chips,35,['Banana'],1,Very Poor,45,1575,2022-09-29,2022-10-19,2022-12-28,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Sri-Lanka,Ketchup,39,['Tomato'],0,No Feedback,50,1950,2024-06-14,2024-08-29,2024-09-12,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Banana Chips,33,['Banana'],3,Average,35,1155,2022-04-10,2022-05-12,2022-07-09,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bangladesh,Khari,46,['Cumin'],2,Poor,20,920,2023-09-05,2023-09-20,2023-12-04,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
India,Cookie,54,"['Barley', 'Sugar']",1,Very Poor,100,5400,2022-04-08,2022-06-12,2022-07-07,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Sri-Lanka,Cookie,99,"['Barley', 'Sugar']",4,Good,85,8415,2021-08-13,2021-09-25,2021-11-11,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Bangladesh,Maggi,56,['Wheat'],5,Excellent,35,1960,2020-05-12,2020-05-29,2020-08-10,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
India,Khari,15,['Cumin'],0,No Feedback,40,600,2025-07-11,2025-08-30,2025-10-09,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Nachos,38,['Maize'],3,Average,45,1710,2020-02-14,2020-04-04,2020-05-14,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Pakistan,Pie,36,['Sugar'],4,Good,25,900,2021-05-24,2021-07-06,2021-08-22,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Pakistan,Toffee,38,['Sugar'],2,Poor,12,456,2023-11-02,2023-12-30,2024-01-31,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Pasta,13,"['Wheat', 'Barley']",1,Very Poor,100,1300,2020-07-01,2020-09-11,2020-09-29,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Pakistan,Biscuit,81,"['Wheat', 'Sugar', 'Barley']",4,Good,15,1215,2020-05-22,2020-06-02,2020-08-20,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Sri-Lanka,Pie,55,['Sugar'],4,Good,35,1925,2025-03-26,2025-06-01,2025-06-24,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Nepal,Pie,71,['Sugar'],0,No Feedback,45,3195,2021-11-20,2021-12-12,2022-02-18,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Khari,69,['Cumin'],1,Very Poor,35,2415,2022-06-13,2022-06-25,2022-09-11,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Sri-Lanka,Khari,46,['Cumin'],2,Poor,35,1610,2021-05-12,2021-06-13,2021-08-10,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Toffee,81,['Sugar'],5,Excellent,10,810,2023-11-15,2023-11-25,2024-02-13,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bhutan,Maggi,39,['Wheat'],3,Average,25,975,2023-11-20,2024-01-28,2024-02-18,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bangladesh,Nachos,99,['Maize'],1,Very Poor,35,3465,2023-08-03,2023-09-11,2023-11-01,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Sri-Lanka,Toffee,84,['Sugar'],2,Poor,10,840,2025-05-20,2025-06-06,2025-08-18,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bhutan,Maggi,95,['Wheat'],4,Good,25,2375,2021-01-09,2021-03-16,2021-04-09,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Sri-Lanka,Khari,58,['Cumin'],3,Average,35,2030,2021-04-02,2021-05-16,2021-07-01,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
India,Ketchup,53,['Tomato'],2,Poor,60,3180,2020-07-05,2020-09-12,2020-10-03,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Toffee,61,['Sugar'],1,Very Poor,10,610,2021-05-27,2021-07-12,2021-08-25,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bangladesh,Biscuit,60,"['Wheat', 'Sugar', 'Barley']",4,Good,18,1080,2025-02-05,2025-02-26,2025-05-06,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Pakistan,Banana Chips,32,['Banana'],5,Excellent,30,960,2024-12-05,2025-02-05,2025-03-05,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Pakistan,Khari,96,['Cumin'],5,Excellent,25,2400,2023-03-20,2023-05-05,2023-06-18,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Nepal,Khari,78,['Cumin'],1,Very Poor,35,2730,2020-08-27,2020-09-10,2020-11-25,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Pakistan,Khari,39,['Cumin'],4,Good,25,975,2023-06-18,2023-08-07,2023-09-16,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bangladesh,Ketchup,99,['Tomato'],2,Poor,45,4455,2025-01-29,2025-03-02,2025-04-29,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
India,Ketchup,20,['Tomato'],3,Average,60,1200,2025-01-14,2025-04-03,2025-04-14,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
India,Pasta,15,"['Wheat', 'Barley']",3,Average,120,1800,2024-11-27,2025-02-10,2025-02-25,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Pakistan,Toffee,59,['Sugar'],3,Average,12,708,2020-08-20,2020-10-25,2020-11-18,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bhutan,Toffee,92,['Sugar'],4,Good,15,1380,2020-07-23,2020-08-17,2020-10-21,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Sri-Lanka,Pasta,50,"['Wheat', 'Barley']",5,Excellent,100,5000,2020-08-24,2020-09-11,2020-11-22,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bangladesh,Pie,32,['Sugar'],3,Average,30,960,2023-06-06,2023-07-13,2023-09-04,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bhutan,Pie,27,['Sugar'],5,Excellent,55,1485,2024-08-29,2024-09-30,2024-11-27,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bangladesh,Cookie,74,"['Barley', 'Sugar']",5,Excellent,80,5920,2023-10-29,2024-01-20,2024-01-27,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Pakistan,Khari,43,['Cumin'],3,Average,25,1075,2023-09-01,2023-10-09,2023-11-30,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bangladesh,Maggi,90,['Wheat'],1,Very Poor,35,3150,2024-01-16,2024-02-24,2024-04-15,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bangladesh,Pie,33,['Sugar'],0,No Feedback,30,990,2024-01-08,2024-03-02,2024-04-07,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Ketchup,38,['Tomato'],4,Good,45,1710,2021-03-21,2021-06-14,2021-06-19,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Sri-Lanka,Maggi,77,['Wheat'],3,Average,30,2310,2020-09-20,2020-10-21,2020-12-19,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Sri-Lanka,Ketchup,68,['Tomato'],4,Good,50,3400,2023-12-20,2024-02-19,2024-03-19,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Sri-Lanka,Biscuit,59,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,22,1298,2022-11-26,2023-02-16,2023-02-24,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Ketchup,86,['Tomato'],1,Very Poor,45,3870,2020-08-23,2020-10-30,2020-11-21,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Bangladesh,Biscuit,91,"['Wheat', 'Sugar', 'Barley']",2,Poor,18,1638,2022-05-29,2022-07-28,2022-08-27,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Maggi,24,['Wheat'],5,Excellent,30,720,2021-09-30,2021-12-05,2021-12-29,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Pakistan,Biscuit,52,"['Wheat', 'Sugar', 'Barley']",5,Excellent,15,780,2021-08-19,2021-11-09,2021-11-17,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bhutan,Nachos,20,['Maize'],0,No Feedback,75,1500,2022-01-24,2022-02-18,2022-04-24,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Toffee,93,['Sugar'],4,Good,20,1860,2024-04-19,2024-05-18,2024-07-18,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Sri-Lanka,Pasta,19,"['Wheat', 'Barley']",4,Good,100,1900,2021-04-12,2021-05-15,2021-07-11,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Pakistan,Toffee,43,['Sugar'],0,No Feedback,12,516,2021-06-09,2021-06-27,2021-09-07,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Pie,22,['Sugar'],4,Good,55,1210,2024-03-29,2024-05-15,2024-06-27,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Bhutan,Ketchup,86,['Tomato'],1,Very Poor,65,5590,2022-05-23,2022-07-14,2022-08-21,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Pakistan,Cookie,72,"['Barley', 'Sugar']",1,Very Poor,75,5400,2023-11-15,2024-01-19,2024-02-13,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Sri-Lanka,Khari,25,['Cumin'],5,Excellent,35,875,2023-11-05,2023-11-29,2024-02-03,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
India,Ketchup,34,['Tomato'],0,No Feedback,60,2040,2022-03-11,2022-05-10,2022-06-09,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Maggi,90,['Wheat'],2,Poor,30,2700,2021-11-01,2021-11-19,2022-01-30,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bhutan,Khari,67,['Cumin'],5,Excellent,45,3015,2024-07-17,2024-08-06,2024-10-15,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Nepal,Ketchup,53,['Tomato'],2,Poor,55,2915,2025-03-09,2025-03-23,2025-06-07,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Nepal,Pasta,37,"['Wheat', 'Barley']",2,Poor,100,3700,2025-05-04,2025-07-25,2025-08-02,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Nepal,Banana Chips,98,['Banana'],0,No Feedback,45,4410,2020-09-24,2020-10-14,2020-12-23,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Cookie,31,"['Barley', 'Sugar']",5,Excellent,95,2945,2025-01-06,2025-02-12,2025-04-06,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bhutan,Cookie,26,"['Barley', 'Sugar']",4,Good,105,2730,2025-07-10,2025-09-04,2025-10-08,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bhutan,Maggi,19,['Wheat'],5,Excellent,25,475,2021-07-15,2021-08-26,2021-10-13,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bangladesh,Khari,79,['Cumin'],5,Excellent,20,1580,2021-05-07,2021-07-25,2021-08-05,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Pakistan,Banana Chips,32,['Banana'],3,Average,30,960,2025-04-20,2025-05-01,2025-07-19,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Pakistan,Pasta,67,"['Wheat', 'Barley']",4,Good,75,5025,2024-11-16,2024-12-08,2025-02-14,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bangladesh,Pie,27,['Sugar'],5,Excellent,30,810,2025-02-26,2025-03-21,2025-05-27,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Nepal,Nachos,69,['Maize'],1,Very Poor,55,3795,2020-02-01,2020-03-30,2020-05-01,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Sri-Lanka,Pie,68,['Sugar'],1,Very Poor,35,2380,2025-01-09,2025-02-25,2025-04-09,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Nepal,Ketchup,59,['Tomato'],2,Poor,55,3245,2020-02-21,2020-04-05,2020-05-21,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Cookie,66,"['Barley', 'Sugar']",4,Good,85,5610,2022-05-19,2022-06-16,2022-08-17,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
India,Cookie,32,"['Barley', 'Sugar']",4,Good,100,3200,2022-02-01,2022-04-19,2022-05-02,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Bhutan,Pasta,64,"['Wheat', 'Barley']",3,Average,105,6720,2020-12-19,2021-01-13,2021-03-19,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
India,Nachos,10,['Maize'],1,Very Poor,65,650,2024-11-07,2024-11-17,2025-02-05,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
India,Biscuit,37,"['Wheat', 'Sugar', 'Barley']",3,Average,20,740,2022-11-14,2022-12-10,2023-02-12,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Nepal,Maggi,52,['Wheat'],2,Poor,25,1300,2020-08-13,2020-09-20,2020-11-11,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Nepal,Toffee,71,['Sugar'],1,Very Poor,15,1065,2023-04-07,2023-06-10,2023-07-06,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bhutan,Nachos,59,['Maize'],1,Very Poor,75,4425,2022-09-28,2022-11-10,2022-12-27,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Bhutan,Pie,43,['Sugar'],2,Poor,55,2365,2022-11-04,2022-11-14,2023-02-02,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Pasta,58,"['Wheat', 'Barley']",3,Average,100,5800,2020-10-18,2020-11-20,2021-01-16,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Sri-Lanka,Pasta,42,"['Wheat', 'Barley']",4,Good,100,4200,2025-04-10,2025-06-22,2025-07-09,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
India,Biscuit,45,"['Wheat', 'Sugar', 'Barley']",3,Average,20,900,2020-02-29,2020-03-22,2020-05-29,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
India,Pasta,98,"['Wheat', 'Barley']",4,Good,120,11760,2023-08-08,2023-10-18,2023-11-06,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Bangladesh,Pie,28,['Sugar'],5,Excellent,30,840,2023-07-30,2023-10-22,2023-10-28,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Cookie,48,"['Barley', 'Sugar']",5,Excellent,80,3840,2021-06-17,2021-08-16,2021-09-15,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Pakistan,Pie,28,['Sugar'],3,Average,25,700,2022-11-02,2022-11-29,2023-01-31,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Sri-Lanka,Maggi,29,['Wheat'],4,Good,30,870,2020-02-21,2020-04-26,2020-05-21,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Nepal,Toffee,33,['Sugar'],4,Good,15,495,2021-12-04,2022-02-25,2022-03-04,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Pakistan,Pie,43,['Sugar'],5,Excellent,25,1075,2020-11-01,2020-12-29,2021-01-30,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Biscuit,66,"['Wheat', 'Sugar', 'Barley']",3,Average,18,1188,2020-07-12,2020-07-26,2020-10-10,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bangladesh,Cookie,90,"['Barley', 'Sugar']",3,Average,80,7200,2025-01-01,2025-03-14,2025-04-01,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bangladesh,Pasta,33,"['Wheat', 'Barley']",1,Very Poor,95,3135,2023-01-29,2023-02-21,2023-04-29,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Bhutan,Khari,75,['Cumin'],3,Average,45,3375,2023-08-15,2023-09-30,2023-11-13,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Pakistan,Ketchup,56,['Tomato'],0,No Feedback,55,3080,2024-11-07,2025-01-23,2025-02-05,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Banana Chips,61,['Banana'],0,No Feedback,25,1525,2022-05-11,2022-06-29,2022-08-09,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Biscuit,50,"['Wheat', 'Sugar', 'Barley']",4,Good,24,1200,2022-06-15,2022-08-27,2022-09-13,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Sri-Lanka,Cookie,71,"['Barley', 'Sugar']",5,Excellent,85,6035,2022-09-09,2022-11-01,2022-12-08,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Nepal,Toffee,92,['Sugar'],3,Average,15,1380,2021-04-15,2021-06-01,2021-07-14,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Pakistan,Toffee,48,['Sugar'],5,Excellent,12,576,2023-08-04,2023-09-24,2023-11-02,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Sri-Lanka,Ketchup,11,['Tomato'],1,Very Poor,50,550,2024-11-15,2024-12-02,2025-02-13,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Pakistan,Pie,67,['Sugar'],3,Average,25,1675,2024-04-02,2024-05-18,2024-07-01,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Sri-Lanka,Pasta,92,"['Wheat', 'Barley']",5,Excellent,100,9200,2023-03-19,2023-04-15,2023-06-17,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bangladesh,Toffee,72,['Sugar'],3,Average,10,720,2024-12-13,2025-02-23,2025-03-13,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Pakistan,Pasta,67,"['Wheat', 'Barley']",2,Poor,75,5025,2024-06-09,2024-07-05,2024-09-07,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Pakistan,Maggi,21,['Wheat'],2,Poor,15,315,2025-01-18,2025-02-06,2025-04-18,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Nepal,Banana Chips,87,['Banana'],2,Poor,45,3915,2024-06-05,2024-07-10,2024-09-03,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Banana Chips,23,['Banana'],3,Average,35,805,2023-04-10,2023-04-26,2023-07-09,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
