Country,Product_name,Quantity_purchased,Crop_name,Feedback,Comments,Price,Total_price,Manufacturing,Transaction_date,Expiration,Review
India,Maggi,80,['Wheat'],0,No Feedback,25,2000,2022-09-10,2022-09-23,2022-12-09,No feedback
Bangladesh,Maggi,20,['Wheat'],2,Poor,35,700,2021-11-02,2021-12-28,2022-01-31,Below average product.
India,Nachos,89,['Maize'],2,Poor,65,5785,2025-07-14,2025-07-26,2025-10-12,Below average product.
Pakistan,Pasta,11,"['Wheat', 'Barley']",4,Good,75,825,2023-03-07,2023-04-01,2023-06-05,Quite happy with the product.
Bhutan,Pasta,71,"['Wheat', 'Barley']",2,Poor,105,7455,2021-10-27,2021-12-22,2022-01-25,"Not great, needs improvement."
Bangladesh,Khari,96,['Cumin'],5,Excellent,20,1920,2020-08-18,2020-11-04,2020-11-16,Absolutely loved it!
Bhutan,Cookie,70,"['Barley', 'Sugar']",5,Excellent,105,7350,2023-11-11,2023-12-20,2024-02-09,Absolutely loved it!
India,Toffee,33,['Sugar'],5,Excellent,20,660,2024-05-10,2024-05-30,2024-08-08,Absolutely loved it!
Bangladesh,Pasta,51,"['Wheat', 'Barley']",4,Good,95,4845,2021-06-24,2021-07-09,2021-09-22,Quite happy with the product.
Bhutan,Khari,25,['Cumin'],1,Very Poor,45,1125,2020-08-21,2020-09-27,2020-11-19,Very poor quality.
Pakistan,Ketchup,62,['Tomato'],0,No Feedback,55,3410,2023-02-12,2023-04-29,2023-05-13,No feedback
Nepal,Ketchup,26,['Tomato'],5,Excellent,55,1430,2024-03-29,2024-06-04,2024-06-27,Outstanding product quality!
Pakistan,Pie,42,['Sugar'],0,No Feedback,25,1050,2024-02-29,2024-03-16,2024-05-29,No feedback
India,Maggi,75,['Wheat'],5,Excellent,25,1875,2023-01-21,2023-04-11,2023-04-21,Exceeded my expectations!
Pakistan,Khari,12,['Cumin'],4,Good,25,300,2025-01-17,2025-03-04,2025-04-17,Satisfactory purchase.
Nepal,Toffee,28,['Sugar'],4,Good,15,420,2021-05-25,2021-07-23,2021-08-23,"Good product, no issues."
Sri-Lanka,Pie,24,['Sugar'],4,Good,35,840,2024-03-03,2024-05-03,2024-06-01,"Good product, no issues."
Bangladesh,Maggi,52,['Wheat'],4,Good,35,1820,2022-08-24,2022-09-18,2022-11-22,Quite happy with the product.
Bangladesh,Banana Chips,39,['Banana'],0,No Feedback,35,1365,2024-03-15,2024-06-01,2024-06-13,No feedback
Bangladesh,Toffee,37,['Sugar'],1,Very Poor,10,370,2024-05-11,2024-07-26,2024-08-09,Would not recommend.
Nepal,Ketchup,60,['Tomato'],5,Excellent,55,3300,2020-07-23,2020-09-04,2020-10-21,Absolutely loved it!
Nepal,Pie,75,['Sugar'],5,Excellent,45,3375,2021-10-27,2022-01-08,2022-01-25,Exceeded my expectations!
Pakistan,Khari,87,['Cumin'],1,Very Poor,25,2175,2022-08-28,2022-09-08,2022-11-26,Disappointed with the product.
Nepal,Banana Chips,30,['Banana'],0,No Feedback,45,1350,2022-03-24,2022-04-09,2022-06-22,No feedback
Sri-Lanka,Pie,11,['Sugar'],2,Poor,35,385,2022-04-12,2022-04-27,2022-07-11,Below average product.
Bhutan,Banana Chips,15,['Banana'],5,Excellent,45,675,2020-05-04,2020-07-01,2020-08-02,Outstanding product quality!
Nepal,Pasta,87,"['Wheat', 'Barley']",3,Average,100,8700,2022-07-30,2022-09-05,2022-10-28,Decent product overall.
Pakistan,Banana Chips,81,['Banana'],1,Very Poor,30,2430,2021-08-21,2021-10-19,2021-11-19,Very poor quality.
Bhutan,Pasta,16,"['Wheat', 'Barley']",1,Very Poor,105,1680,2021-06-09,2021-07-23,2021-09-07,Very poor quality.
Pakistan,Pasta,72,"['Wheat', 'Barley']",0,No Feedback,75,5400,2024-07-06,2024-09-09,2024-10-04,No feedback
Bhutan,Nachos,56,['Maize'],0,No Feedback,75,4200,2022-01-22,2022-03-24,2022-04-22,No feedback
Bhutan,Cookie,53,"['Barley', 'Sugar']",4,Good,105,5565,2024-07-25,2024-08-07,2024-10-23,Quite happy with the product.
Pakistan,Nachos,32,['Maize'],2,Poor,60,1920,2024-02-18,2024-03-06,2024-05-18,Not what I expected.
Bhutan,Maggi,70,['Wheat'],4,Good,25,1750,2021-12-01,2022-02-21,2022-03-01,Quite happy with the product.
Bhutan,Maggi,69,['Wheat'],2,Poor,25,1725,2020-07-02,2020-07-22,2020-09-30,"Not great, needs improvement."
Bangladesh,Pie,93,['Sugar'],1,Very Poor,30,2790,2022-03-04,2022-04-26,2022-06-02,Very poor quality.
Nepal,Biscuit,60,"['Wheat', 'Sugar', 'Barley']",5,Excellent,24,1440,2024-06-11,2024-07-29,2024-09-09,Exceeded my expectations!
Pakistan,Nachos,94,['Maize'],2,Poor,60,5640,2020-06-26,2020-07-13,2020-09-24,Not what I expected.
Bhutan,Banana Chips,16,['Banana'],3,Average,45,720,2023-11-14,2023-12-31,2024-02-12,Okay for the price.
India,Pie,80,['Sugar'],1,Very Poor,50,4000,2021-01-18,2021-04-09,2021-04-18,Very poor quality.
India,Pie,34,['Sugar'],2,Poor,50,1700,2020-04-28,2020-07-03,2020-07-27,"Not great, needs improvement."
Pakistan,Khari,40,['Cumin'],2,Poor,25,1000,2023-04-17,2023-06-14,2023-07-16,"Not great, needs improvement."
Pakistan,Maggi,22,['Wheat'],4,Good,15,330,2025-02-24,2025-03-21,2025-05-25,"Good product, no issues."
Sri-Lanka,Banana Chips,45,['Banana'],0,No Feedback,25,1125,2024-05-12,2024-07-03,2024-08-10,No feedback
Sri-Lanka,Cookie,80,"['Barley', 'Sugar']",5,Excellent,85,6800,2023-01-29,2023-02-18,2023-04-29,Absolutely loved it!
Pakistan,Ketchup,45,['Tomato'],3,Average,55,2475,2021-07-21,2021-09-28,2021-10-19,Okay for the price.
India,Nachos,17,['Maize'],1,Very Poor,65,1105,2023-06-01,2023-07-08,2023-08-30,Disappointed with the product.
Pakistan,Pasta,42,"['Wheat', 'Barley']",5,Excellent,75,3150,2022-02-07,2022-03-12,2022-05-08,Absolutely loved it!
Bangladesh,Ketchup,27,['Tomato'],4,Good,45,1215,2025-04-11,2025-05-19,2025-07-10,"Good product, no issues."
India,Cookie,34,"['Barley', 'Sugar']",5,Excellent,100,3400,2022-02-22,2022-03-25,2022-05-23,Exceeded my expectations!
Pakistan,Biscuit,98,"['Wheat', 'Sugar', 'Barley']",5,Excellent,15,1470,2025-07-12,2025-08-09,2025-10-10,Outstanding product quality!
Bangladesh,Biscuit,62,"['Wheat', 'Sugar', 'Barley']",2,Poor,18,1116,2023-05-28,2023-06-15,2023-08-26,"Not great, needs improvement."
Sri-Lanka,Pie,27,['Sugar'],4,Good,35,945,2020-10-16,2020-12-18,2021-01-14,Quite happy with the product.
Bangladesh,Pasta,23,"['Wheat', 'Barley']",4,Good,95,2185,2021-06-27,2021-07-26,2021-09-25,Quite happy with the product.
Pakistan,Pie,30,['Sugar'],1,Very Poor,25,750,2024-12-14,2025-01-08,2025-03-14,Would not recommend.
Bhutan,Nachos,22,['Maize'],0,No Feedback,75,1650,2023-04-24,2023-05-25,2023-07-23,No feedback
Sri-Lanka,Khari,72,['Cumin'],5,Excellent,35,2520,2022-04-28,2022-05-09,2022-07-27,Exceeded my expectations!
Nepal,Pasta,80,"['Wheat', 'Barley']",5,Excellent,100,8000,2020-02-12,2020-03-29,2020-05-12,Exceeded my expectations!
Pakistan,Ketchup,83,['Tomato'],5,Excellent,55,4565,2025-07-12,2025-09-21,2025-10-10,Absolutely loved it!
Nepal,Cookie,59,"['Barley', 'Sugar']",5,Excellent,95,5605,2022-12-25,2023-01-16,2023-03-25,Absolutely loved it!
India,Khari,48,['Cumin'],2,Poor,40,1920,2024-08-03,2024-10-20,2024-11-01,Below average product.
India,Maggi,91,['Wheat'],3,Average,25,2275,2025-02-01,2025-04-01,2025-05-02,Okay for the price.
Nepal,Pasta,23,"['Wheat', 'Barley']",3,Average,100,2300,2025-03-26,2025-05-09,2025-06-24,Decent product overall.
Nepal,Banana Chips,88,['Banana'],5,Excellent,45,3960,2023-05-24,2023-07-22,2023-08-22,Exceeded my expectations!
India,Biscuit,62,"['Wheat', 'Sugar', 'Barley']",2,Poor,20,1240,2025-02-09,2025-03-24,2025-05-10,"Not great, needs improvement."
Bhutan,Toffee,89,['Sugar'],4,Good,15,1335,2022-10-30,2022-11-20,2023-01-28,"Good product, no issues."
Sri-Lanka,Biscuit,56,"['Wheat', 'Sugar', 'Barley']",3,Average,22,1232,2020-07-06,2020-09-28,2020-10-04,"Average product, nothing special."
Pakistan,Pasta,51,"['Wheat', 'Barley']",5,Excellent,75,3825,2020-06-13,2020-07-09,2020-09-11,Absolutely loved it!
Sri-Lanka,Pie,95,['Sugar'],0,No Feedback,35,3325,2020-01-30,2020-04-15,2020-04-29,No feedback
Pakistan,Toffee,90,['Sugar'],2,Poor,12,1080,2022-12-07,2023-02-14,2023-03-07,"Not great, needs improvement."
Bhutan,Toffee,30,['Sugar'],5,Excellent,15,450,2025-02-11,2025-03-11,2025-05-12,Outstanding product quality!
Sri-Lanka,Pasta,51,"['Wheat', 'Barley']",4,Good,100,5100,2022-03-23,2022-05-15,2022-06-21,Quite happy with the product.
Sri-Lanka,Nachos,83,['Maize'],5,Excellent,45,3735,2024-12-06,2025-02-22,2025-03-06,Exceeded my expectations!
Nepal,Biscuit,60,"['Wheat', 'Sugar', 'Barley']",5,Excellent,24,1440,2022-05-28,2022-06-20,2022-08-26,Absolutely loved it!
Bhutan,Toffee,86,['Sugar'],2,Poor,15,1290,2024-10-31,2024-12-31,2025-01-29,"Not great, needs improvement."
Bhutan,Ketchup,25,['Tomato'],3,Average,65,1625,2025-05-22,2025-06-30,2025-08-20,"Average product, nothing special."
Sri-Lanka,Banana Chips,14,['Banana'],2,Poor,25,350,2023-03-08,2023-05-09,2023-06-06,"Not great, needs improvement."
Nepal,Cookie,16,"['Barley', 'Sugar']",0,No Feedback,95,1520,2024-06-17,2024-07-05,2024-09-15,No feedback
Pakistan,Banana Chips,25,['Banana'],3,Average,30,750,2023-08-31,2023-11-17,2023-11-29,Okay for the price.
Bhutan,Maggi,73,['Wheat'],1,Very Poor,25,1825,2022-05-10,2022-07-25,2022-08-08,Disappointed with the product.
Nepal,Nachos,90,['Maize'],0,No Feedback,55,4950,2021-04-26,2021-07-18,2021-07-25,No feedback
Bhutan,Toffee,92,['Sugar'],2,Poor,15,1380,2024-03-08,2024-03-31,2024-06-06,Not what I expected.
Sri-Lanka,Ketchup,75,['Tomato'],0,No Feedback,50,3750,2021-05-26,2021-07-20,2021-08-24,No feedback
Bhutan,Cookie,73,"['Barley', 'Sugar']",1,Very Poor,105,7665,2021-12-11,2022-03-06,2022-03-11,Disappointed with the product.
Sri-Lanka,Biscuit,37,"['Wheat', 'Sugar', 'Barley']",4,Good,22,814,2021-08-27,2021-10-09,2021-11-25,Quite happy with the product.
Bangladesh,Biscuit,12,"['Wheat', 'Sugar', 'Barley']",4,Good,18,216,2020-07-18,2020-09-06,2020-10-16,Satisfactory purchase.
Pakistan,Toffee,50,['Sugar'],4,Good,12,600,2021-06-12,2021-08-22,2021-09-10,Quite happy with the product.
Bhutan,Toffee,94,['Sugar'],3,Average,15,1410,2023-11-15,2024-01-14,2024-02-13,"Average product, nothing special."
India,Toffee,83,['Sugar'],4,Good,20,1660,2020-01-22,2020-02-06,2020-04-21,Quite happy with the product.
Nepal,Nachos,41,['Maize'],0,No Feedback,55,2255,2022-12-22,2023-01-05,2023-03-22,No feedback
Nepal,Ketchup,20,['Tomato'],5,Excellent,55,1100,2022-06-15,2022-08-01,2022-09-13,Exceeded my expectations!
Nepal,Biscuit,77,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,24,1848,2021-09-30,2021-12-07,2021-12-29,No feedback
Nepal,Pasta,45,"['Wheat', 'Barley']",5,Excellent,100,4500,2021-08-09,2021-10-15,2021-11-07,Exceeded my expectations!
Bangladesh,Nachos,40,['Maize'],3,Average,35,1400,2024-12-25,2025-01-05,2025-03-25,Decent product overall.
Bhutan,Cookie,38,"['Barley', 'Sugar']",2,Poor,105,3990,2021-02-14,2021-04-22,2021-05-15,"Not great, needs improvement."
Pakistan,Pie,84,['Sugar'],3,Average,25,2100,2021-02-24,2021-04-18,2021-05-25,"Average product, nothing special."
Pakistan,Toffee,61,['Sugar'],1,Very Poor,12,732,2023-06-20,2023-09-08,2023-09-18,Disappointed with the product.
Nepal,Maggi,12,['Wheat'],4,Good,25,300,2024-01-02,2024-03-23,2024-04-01,"Good product, no issues."
Bangladesh,Toffee,54,['Sugar'],5,Excellent,10,540,2020-05-13,2020-07-06,2020-08-11,Exceeded my expectations!
India,Banana Chips,20,['Banana'],0,No Feedback,40,800,2025-06-29,2025-09-11,2025-09-27,No feedback
Nepal,Banana Chips,23,['Banana'],0,No Feedback,45,1035,2024-11-20,2024-12-27,2025-02-18,No feedback
Bhutan,Ketchup,70,['Tomato'],2,Poor,65,4550,2020-04-20,2020-07-14,2020-07-19,Not what I expected.
Pakistan,Cookie,27,"['Barley', 'Sugar']",4,Good,75,2025,2023-03-20,2023-05-30,2023-06-18,"Good product, no issues."
Bhutan,Maggi,16,['Wheat'],2,Poor,25,400,2021-10-13,2021-12-24,2022-01-11,Not what I expected.
Nepal,Banana Chips,86,['Banana'],2,Poor,45,3870,2024-11-16,2024-12-16,2025-02-14,"Not great, needs improvement."
Bhutan,Khari,53,['Cumin'],1,Very Poor,45,2385,2022-01-18,2022-03-24,2022-04-18,Would not recommend.
Pakistan,Pie,94,['Sugar'],3,Average,25,2350,2020-05-20,2020-08-02,2020-08-18,Okay for the price.
Pakistan,Nachos,65,['Maize'],2,Poor,60,3900,2021-10-28,2021-11-25,2022-01-26,"Not great, needs improvement."
Sri-Lanka,Cookie,65,"['Barley', 'Sugar']",5,Excellent,85,5525,2022-08-05,2022-08-30,2022-11-03,Exceeded my expectations!
India,Cookie,51,"['Barley', 'Sugar']",1,Very Poor,100,5100,2021-05-12,2021-07-02,2021-08-10,Very poor quality.
Bhutan,Khari,54,['Cumin'],2,Poor,45,2430,2022-04-08,2022-06-02,2022-07-07,Not what I expected.
Pakistan,Banana Chips,45,['Banana'],1,Very Poor,30,1350,2025-07-17,2025-09-07,2025-10-15,Disappointed with the product.
Pakistan,Banana Chips,34,['Banana'],0,No Feedback,30,1020,2025-05-25,2025-08-18,2025-08-23,No feedback
India,Cookie,52,"['Barley', 'Sugar']",3,Average,100,5200,2022-08-11,2022-09-04,2022-11-09,Decent product overall.
Bhutan,Toffee,97,['Sugar'],3,Average,15,1455,2024-11-08,2024-12-14,2025-02-06,Decent product overall.
India,Khari,95,['Cumin'],5,Excellent,40,3800,2022-11-25,2022-12-22,2023-02-23,Exceeded my expectations!
Bhutan,Biscuit,35,"['Wheat', 'Sugar', 'Barley']",3,Average,25,875,2021-12-13,2022-02-03,2022-03-13,Decent product overall.
Sri-Lanka,Ketchup,74,['Tomato'],5,Excellent,50,3700,2021-12-13,2022-02-14,2022-03-13,Outstanding product quality!
India,Ketchup,92,['Tomato'],5,Excellent,60,5520,2020-11-08,2021-01-30,2021-02-06,Absolutely loved it!
Pakistan,Ketchup,58,['Tomato'],2,Poor,55,3190,2020-04-21,2020-06-09,2020-07-20,Not what I expected.
Pakistan,Nachos,67,['Maize'],5,Excellent,60,4020,2022-07-08,2022-09-16,2022-10-06,Exceeded my expectations!
India,Nachos,60,['Maize'],5,Excellent,65,3900,2023-02-08,2023-02-18,2023-05-09,Outstanding product quality!
Sri-Lanka,Ketchup,65,['Tomato'],0,No Feedback,50,3250,2024-04-18,2024-05-04,2024-07-17,No feedback
Pakistan,Banana Chips,49,['Banana'],5,Excellent,30,1470,2022-02-05,2022-03-24,2022-05-06,Exceeded my expectations!
Nepal,Pasta,91,"['Wheat', 'Barley']",0,No Feedback,100,9100,2022-04-06,2022-06-10,2022-07-05,No feedback
Pakistan,Biscuit,57,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,15,855,2020-04-11,2020-06-28,2020-07-10,Disappointed with the product.
Sri-Lanka,Nachos,96,['Maize'],5,Excellent,45,4320,2021-01-02,2021-02-12,2021-04-02,Absolutely loved it!
Bhutan,Toffee,16,['Sugar'],2,Poor,15,240,2023-07-05,2023-09-23,2023-10-03,Not what I expected.
Bhutan,Pie,38,['Sugar'],2,Poor,55,2090,2024-06-17,2024-08-12,2024-09-15,Not what I expected.
Bhutan,Maggi,55,['Wheat'],4,Good,25,1375,2025-06-01,2025-06-15,2025-08-30,Satisfactory purchase.
Bangladesh,Ketchup,50,['Tomato'],0,No Feedback,45,2250,2021-01-17,2021-03-22,2021-04-17,No feedback
Pakistan,Toffee,22,['Sugar'],1,Very Poor,12,264,2021-06-17,2021-06-27,2021-09-15,Would not recommend.
Sri-Lanka,Pie,55,['Sugar'],4,Good,35,1925,2023-06-16,2023-08-05,2023-09-14,"Good product, no issues."
Nepal,Banana Chips,82,['Banana'],4,Good,45,3690,2020-08-12,2020-08-25,2020-11-10,"Good product, no issues."
India,Ketchup,30,['Tomato'],3,Average,60,1800,2023-04-28,2023-07-04,2023-07-27,Decent product overall.
Bhutan,Pie,68,['Sugar'],0,No Feedback,55,3740,2025-02-08,2025-03-31,2025-05-09,No feedback
Sri-Lanka,Banana Chips,13,['Banana'],3,Average,25,325,2022-09-29,2022-12-05,2022-12-28,Okay for the price.
Bangladesh,Biscuit,99,"['Wheat', 'Sugar', 'Barley']",2,Poor,18,1782,2022-12-12,2023-02-16,2023-03-12,Below average product.
Bangladesh,Toffee,74,['Sugar'],2,Poor,10,740,2024-03-22,2024-05-16,2024-06-20,Below average product.
Pakistan,Maggi,96,['Wheat'],4,Good,15,1440,2024-12-10,2025-01-07,2025-03-10,Satisfactory purchase.
Bangladesh,Ketchup,68,['Tomato'],0,No Feedback,45,3060,2022-05-06,2022-06-07,2022-08-04,No feedback
Bhutan,Banana Chips,13,['Banana'],2,Poor,45,585,2022-12-22,2023-01-26,2023-03-22,Not what I expected.
Nepal,Nachos,99,['Maize'],2,Poor,55,5445,2023-10-09,2023-12-26,2024-01-07,"Not great, needs improvement."
Nepal,Banana Chips,30,['Banana'],4,Good,45,1350,2024-04-29,2024-05-12,2024-07-28,"Good product, no issues."
Bangladesh,Toffee,19,['Sugar'],0,No Feedback,10,190,2022-04-18,2022-07-04,2022-07-17,No feedback
Bangladesh,Pasta,87,"['Wheat', 'Barley']",0,No Feedback,95,8265,2025-03-22,2025-06-11,2025-06-20,No feedback
India,Ketchup,95,['Tomato'],3,Average,60,5700,2022-09-20,2022-10-03,2022-12-19,Okay for the price.
Bangladesh,Cookie,28,"['Barley', 'Sugar']",4,Good,80,2240,2021-11-10,2021-12-26,2022-02-08,"Good product, no issues."
Nepal,Pie,38,['Sugar'],1,Very Poor,45,1710,2024-04-05,2024-05-15,2024-07-04,Would not recommend.
India,Ketchup,33,['Tomato'],0,No Feedback,60,1980,2024-03-08,2024-04-21,2024-06-06,No feedback
Bangladesh,Pasta,28,"['Wheat', 'Barley']",0,No Feedback,95,2660,2024-12-14,2024-12-24,2025-03-14,No feedback
Nepal,Maggi,96,['Wheat'],2,Poor,25,2400,2022-06-15,2022-07-05,2022-09-13,Below average product.
Bhutan,Ketchup,63,['Tomato'],1,Very Poor,65,4095,2020-07-20,2020-08-24,2020-10-18,Would not recommend.
Bhutan,Nachos,58,['Maize'],5,Excellent,75,4350,2020-08-12,2020-10-09,2020-11-10,Exceeded my expectations!
Nepal,Pasta,53,"['Wheat', 'Barley']",5,Excellent,100,5300,2021-02-25,2021-04-02,2021-05-26,Absolutely loved it!
Sri-Lanka,Toffee,92,['Sugar'],3,Average,10,920,2023-11-19,2024-01-12,2024-02-17,"Average product, nothing special."
Nepal,Biscuit,61,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,24,1464,2021-07-06,2021-09-20,2021-10-04,Disappointed with the product.
Nepal,Maggi,31,['Wheat'],3,Average,25,775,2023-07-23,2023-09-28,2023-10-21,"Average product, nothing special."
India,Pasta,20,"['Wheat', 'Barley']",1,Very Poor,120,2400,2025-05-30,2025-06-28,2025-08-28,Would not recommend.
Nepal,Pie,91,['Sugar'],4,Good,45,4095,2023-01-09,2023-02-20,2023-04-09,"Good product, no issues."
Pakistan,Pasta,18,"['Wheat', 'Barley']",0,No Feedback,75,1350,2022-08-28,2022-10-16,2022-11-26,No feedback
Nepal,Banana Chips,32,['Banana'],3,Average,45,1440,2025-07-26,2025-08-27,2025-10-24,Okay for the price.
Pakistan,Banana Chips,66,['Banana'],2,Poor,30,1980,2023-06-16,2023-08-09,2023-09-14,Not what I expected.
Bhutan,Ketchup,72,['Tomato'],2,Poor,65,4680,2020-04-27,2020-05-11,2020-07-26,Not what I expected.
Nepal,Pie,18,['Sugar'],4,Good,45,810,2020-09-24,2020-12-04,2020-12-23,"Good product, no issues."
Pakistan,Toffee,40,['Sugar'],0,No Feedback,12,480,2021-02-08,2021-05-01,2021-05-09,No feedback
India,Maggi,37,['Wheat'],1,Very Poor,25,925,2024-07-03,2024-08-01,2024-10-01,Would not recommend.
India,Nachos,37,['Maize'],5,Excellent,65,2405,2023-08-19,2023-11-09,2023-11-17,Absolutely loved it!
Bhutan,Maggi,96,['Wheat'],2,Poor,25,2400,2022-12-20,2023-02-10,2023-03-20,Not what I expected.
India,Biscuit,19,"['Wheat', 'Sugar', 'Barley']",2,Poor,20,380,2021-02-07,2021-04-18,2021-05-08,Not what I expected.
Sri-Lanka,Biscuit,57,"['Wheat', 'Sugar', 'Barley']",4,Good,22,1254,2023-06-01,2023-07-23,2023-08-30,"Good product, no issues."
Nepal,Nachos,55,['Maize'],2,Poor,55,3025,2021-10-06,2021-11-11,2022-01-04,Below average product.
Nepal,Ketchup,31,['Tomato'],1,Very Poor,55,1705,2024-02-03,2024-04-22,2024-05-03,Disappointed with the product.
Sri-Lanka,Toffee,42,['Sugar'],3,Average,10,420,2020-02-06,2020-04-24,2020-05-06,Decent product overall.
Sri-Lanka,Ketchup,63,['Tomato'],2,Poor,50,3150,2021-04-22,2021-05-16,2021-07-21,Below average product.
India,Ketchup,43,['Tomato'],1,Very Poor,60,2580,2020-04-06,2020-04-21,2020-07-05,Disappointed with the product.
India,Pie,85,['Sugar'],4,Good,50,4250,2021-04-16,2021-07-10,2021-07-15,Quite happy with the product.
Bhutan,Ketchup,60,['Tomato'],1,Very Poor,65,3900,2022-09-06,2022-11-17,2022-12-05,Disappointed with the product.
India,Banana Chips,61,['Banana'],2,Poor,40,2440,2022-03-06,2022-05-15,2022-06-04,"Not great, needs improvement."
India,Maggi,22,['Wheat'],1,Very Poor,25,550,2020-11-11,2021-01-04,2021-02-09,Would not recommend.
Sri-Lanka,Toffee,82,['Sugar'],4,Good,10,820,2022-08-10,2022-09-27,2022-11-08,Satisfactory purchase.
Bangladesh,Cookie,81,"['Barley', 'Sugar']",3,Average,80,6480,2024-12-04,2025-01-07,2025-03-04,"Average product, nothing special."
Nepal,Nachos,55,['Maize'],2,Poor,55,3025,2024-06-03,2024-06-22,2024-09-01,Below average product.
Bhutan,Khari,40,['Cumin'],5,Excellent,45,1800,2021-04-28,2021-05-21,2021-07-27,Exceeded my expectations!
Nepal,Maggi,76,['Wheat'],4,Good,25,1900,2021-09-13,2021-10-28,2021-12-12,Satisfactory purchase.
Sri-Lanka,Pie,88,['Sugar'],1,Very Poor,35,3080,2023-05-24,2023-07-31,2023-08-22,Would not recommend.
Bhutan,Banana Chips,53,['Banana'],2,Poor,45,2385,2024-09-22,2024-10-03,2024-12-21,"Not great, needs improvement."
Nepal,Pasta,79,"['Wheat', 'Barley']",4,Good,100,7900,2024-10-02,2024-10-16,2024-12-31,"Good product, no issues."
Pakistan,Khari,94,['Cumin'],5,Excellent,25,2350,2021-07-31,2021-08-18,2021-10-29,Outstanding product quality!
Pakistan,Banana Chips,69,['Banana'],4,Good,30,2070,2022-07-04,2022-09-05,2022-10-02,Quite happy with the product.
Sri-Lanka,Nachos,42,['Maize'],1,Very Poor,45,1890,2023-06-04,2023-08-25,2023-09-02,Disappointed with the product.
Nepal,Pasta,37,"['Wheat', 'Barley']",0,No Feedback,100,3700,2020-03-02,2020-03-19,2020-05-31,No feedback
Bangladesh,Pasta,69,"['Wheat', 'Barley']",3,Average,95,6555,2025-07-31,2025-09-01,2025-10-29,"Average product, nothing special."
Pakistan,Pasta,41,"['Wheat', 'Barley']",1,Very Poor,75,3075,2025-04-10,2025-05-08,2025-07-09,Disappointed with the product.
Bhutan,Ketchup,96,['Tomato'],3,Average,65,6240,2023-11-23,2024-01-09,2024-02-21,Okay for the price.
Sri-Lanka,Pie,51,['Sugar'],5,Excellent,35,1785,2022-04-23,2022-06-19,2022-07-22,Absolutely loved it!
Bhutan,Pasta,53,"['Wheat', 'Barley']",4,Good,105,5565,2020-07-09,2020-09-17,2020-10-07,"Good product, no issues."
Bhutan,Khari,23,['Cumin'],4,Good,45,1035,2023-06-20,2023-07-07,2023-09-18,"Good product, no issues."
Pakistan,Khari,96,['Cumin'],1,Very Poor,25,2400,2022-10-15,2022-10-29,2023-01-13,Would not recommend.
Pakistan,Maggi,29,['Wheat'],4,Good,15,435,2021-09-15,2021-10-31,2021-12-14,"Good product, no issues."
